PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
6519;"Colegio Mayor Universitario Isabel de España";"";"";"Tipo mixta.";"Metro: Vicente Aleixandre (línea 6).  Bus: 132, F.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b463b54d771c010VgnVCM1000000b205a0aRCRD";"DON RAMON MENENDEZ PIDAL";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438946";"4477777";"40.44841681111204";"-3.7199730138128735";"915 336 104";"";"cmisabel@cmisabel.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6540;"Colegio Mayor Universitario San Agustín";"";"";"Tipo mixta.";"Bus: U.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f473b54d771c010VgnVCM1000000b205a0aRCRD";"ANTONIO NEBRIJA";"TRAVESIA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438288";"4476484";"40.43672037843154";"-3.7276073977792428";"915 505 000";"";"colegio@cmusa.net";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6542;"Colegio Mayor Universitario San Pablo";"";"";"Tipo masculina.";"Metro: Vicente Aleixandre (línea 6), Islas Filipinas (línea 7).  Bus: C2, C1.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54773b54d771c010VgnVCM1000000b205a0aRCRD";"ISAAC PERAL";"CALLE";"V";"58";"";"";"";"";"MADRID";"MADRID";"28040";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439057";"4477082";"40.442163372591814";"-3.7186016905372776";"915 989 600";"915 340 528";"colegiomayor@cmusp.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6549;"Colegio Mayor Universitario Santillana";"";"";"Tipo masculina.";"Bus: 133, 134, 178.  Metro: Paco de lucía (línea 9)  Cercanías Renfe: Mirasierra-Paco de Lucia (líneas C3a, C7, C8 y Regional).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21d73b54d771c010VgnVCM1000000b205a0aRCRD";"MARBELLA";"CALLE";"V";"60";"";"";"";"";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"440155";"4482901";"40.49465964836949";"-3.7062096187224456";"917 355 031 / 639 40 16 12 (Whatsapp)";"";"cmsantillana@cmsantillana.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6553;"Colegio Mayor Vedruna";"";"";"Tipo femenina.";"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6).  Bus: 45, 2, C1, F, C2.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b18a4ea6871c010VgnVCM1000000b205a0aRCRD";"PRESIDENTE GARCIA MORENO";"GLORIETA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439366";"4477462";"40.445605369642564";"-3.714995329761434";"91 534 23 06 / 91 534 45 00";"";"recepcion@cmvedruna.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6525;"Colegio Mayor Ximénez de Cisneros";"";"";"Tipo mixta.";"Bus: 46, 160, 161, U, A.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e28a4ea6871c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"8";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438214";"4476373";"40.43571333918665";"-3.7284677239467596";"913 941 006";"";"ccmm@ucm.es / subdir_cisneros@ucm.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6554;"Colegio Mayor Zurbarán";"";"";"Tipo Femenina.";"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9).  Bus: 52, 120, 43.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9048a4ea6871c010VgnVCM1000000b205a0aRCRD";"VICTOR DE LA SERNA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"442967";"4478297";"40.45338463229645";"-3.672607650534373";"915 197 425";"91 519 7422";"admisionzurbaran@gmail.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6407;"Colegio Universitario de Estudios Financieros";"";"";"Campus Pirineos    Calle Pirineos, 55  28040 Madrid     Campus Almansa    Calle Almansa, 101  28040 Madrid";"Metro: Francos Rodríguez (línea 7).  Bus: 132.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=004cf3216571c010VgnVCM1000000b205a0aRCRD";"PIRINEOS";"CALLE";"V";"55";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439058";"4478350";"40.45357920636982";"-3.718717277671818";"914 445 161";"";"";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6498;"Escuela de Práctica Jurídica";"";"";"";"Metro: Noviciado (Línea 2), Plaza de España (Líneas 3 y 10).  Bus: 002, 147, 3.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c07b503a71c010VgnVCM1000000b205a0aRCRD";"AMANIEL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439846";"4475175";"40.42503902541332";"-3.7091208409661056";"915 327 391";"";"epj@epj.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6677;"Escuela Superior de Diseño";"";"";"";"Metro: Vinateros (línea 9)";"Enseñanzas artísticas:   Diseño gráfico, Diseño de producto, Diseño de interiores, Diseño de moda, Diseño de espacios comerciales, Diseño interactivo.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492ba4ea6871c010VgnVCM1000000b205a0aRCRD";"CAMINO DE LOS VINATEROS";"CALLE";"V";"106";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444948";"4473365";"40.409090881121266";"-3.6488257296912585";"914 390 000";"914 379 639";"esd.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6373;"Escuela Universitaria de Enfermería. Fundación Jiménez Díaz";"";"";"Titulaciones:  Grado en enfermería Posgrado";"Metro: Islas Filipinas (línea 7), Moncloa (línea 3 y 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27dec05ef571c010VgnVCM1000000b205a0aRCRD";"REYES CATOLICOS";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439030";"4476683";"40.43856720968711";"-3.718883399803211";"915 504 863 / 915 504 864";"";"euenfermeria.fjd@fjd.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6369;"Escuela Universitaria de Magisterio ESCUNI";"";"";"";"Metro: Eugenia de Montijo (L5), Carabanchel Alto (L11)  Cercanías Renfe: Aluche (C5)  Autobuses: 34, 35, 47, 121, 131 y 139";"Titulaciones:     Grado en Maestro en Educación Infantil   Grado en Maestro en Educación Infantil (3 años)   Grado en Maestro en Educación Primaria   Grado en Pedagogía   Grado en Educación Social   Doble Grado en Educación Primaria y Educación Infantil   Doble Grado en Pedagogía y Educación Infantil   Doble Grado en Pedagogía y Educación Primaria   DECA Declaración Eclesiástica Competencia Académica   DECA ONLINE";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=612fc05ef571c010VgnVCM1000000b205a0aRCRD";"NUESTRA SEÑORA DE FATIMA";"AVENIDA";"V";"102";"";"";"";"";"MADRID";"MADRID";"28047";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"436429";"4470018";"40.378328008655004";"-3.7488801858007923";"914 651 700";"";"info@escuni.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
29971;"ESERP Madrid Business School";"";"";"";"Metro: Colombia (líneas 8, 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e902059cb751c010VgnVCM2000000c205a0aRCRD";"COSTA RICA";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28016";"5";"NUEVA ESPAÑA";"5";"CHAMARTIN";"442773";"4478893";"40.45873666000346";"-3.674947232210818";"911 219 373";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
61612;"IADE Escuela de Diseño";"";"";"Diseño de interiores. Diseño de moda Másteres.";"Metro: Serrano (línea 4).  Bus: 1, 19, 51, 74, 9.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 92 (calle Claudio Coello, 45) y 105 (calle Serrano, 54).  Aparcamientos: Serrano II (39), calle Serrano entre Ortega y Gasset y Hermosilla; Velázquez Ayala (42), calle Velázquez y calle Ayala.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4ed8ed67151c010VgnVCM2000000c205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"48";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441793";"4475397";"40.427176334657716";"-3.686188531537097";"915 771 728";"";"admisiones@iade.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
109174;"Instituto de Estudios Bursátiles (IEB)";"";"";"";"Metro: Banco de España, Retiro (línea 2).  Renfe: Recoletos (C1)  Bus: 1, 2, 9, 15, 19, 34, E1";"Grados:    Grado en Derecho   Derecho + Bolsa y Mercados Financieros   Derecho + Relaciones Internacionales   Derecho + Business Analytics   Grado en ADE   ADE + Bolsa y Mercados Financieros    ADE + Relaciones Internacionales   ADE + Business Analytics   Másteres, Programas Directivos, Programas de Especialización.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19e215a11a81c010VgnVCM1000000b205a0aRCRD";"ALFONSO XI";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441408";"4474455";"40.418666903378885";"-3.690642533944984";"915 240 615";"";"info@ieb.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
97192;"Instituto de Salud Carlos III. Escuela Nacional de Medicina del Trabajo";"";"";"";"Metro: Begoña (línea 10)  Bus: 147, 177";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56e94f36ff81c010VgnVCM1000000b205a0aRCRD";"SINESIO DELGADO";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"441184";"4480675";"40.47467830039234";"-3.693859963015047";"918 224 039 / 918 224 026";"";"secretaria.enmt@isciii.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
11954914;"Residencia de Estudiantes Ciudad Escolar. Comunidad de Madrid.";"";"";"Tipo mixta.";"Bus: 712, 713, 714, 716, 717, 721, 722, 725.    Cercanias RENFE: Ramón y Cajal (líneas C10, C8-A, C8-B)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e94b29b0795c6810VgnVCM1000001d4a900aRCRD";"COLMENAR VIEJO";"CARRETERA";"V";"";"";"";"";"Km. 12,800";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"441896";"4481341";"40.52514591809954";"-3.6853908329744214";"917 342 700";"";"residenciadeestudiantes@educa.madrid.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11163416;"Residencia de estudiantes Palacio de Barradas";"";"";"Tipo mixta.";"Metro: Noviciado (líneas 2, 3 y 10), San Bernardo (líneas 2 y 4).  Bus: 147, 3, 2.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac266736b3f41710VgnVCM1000001d4a900aRCRD";"SAN BERNARDO";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"440034";"4475331";"40.42645825034476";"-3.706923606244769";"915 228 996 / 915 232 800 / 617 342 910";"";"";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
55233;"Residencia Universitaria Augustinus Nebrija";"";"";"Tipo mixta.";"Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3 y 6).  Bus: 2, 12, 44, 1, 132, 138, 62, 82, C1.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0ae444a2951c010VgnVCM2000000c205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"59";"";"";"";"";"MADRID";"MADRID";"28003";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439315";"4476722";"40.43894007585974";"-3.715531702478502";"914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
168328;"Residencia Universitaria Erasmo";"";"";"Tipo mixta.";"Bus:  827, 827A.  Cercanías Renfe: Cantoblanco Universidad (líneas C4a y C4b).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=333629ea9281c010VgnVCM1000000b205a0aRCRD";"ERASMO DE ROTTERDAM";"CALLE";"V";"5";"";"";"";"y 7";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"440813";"4488820";"40.548027795931425";"-3.6989970922329403";"911 312 100";"913 721 437";"erasmo@resa.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
185968;"Residencia Universitaria Gómez Pardo";"";"";"Tipo mixta.";"Metro: Ríos Rosas (línea 1), Cuatro Caminos (líneas 1, 2 y 6).  Bus: 3, 12, 37, 45 y 149";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c26af5e2775e010VgnVCM2000000c205a0aRCRD";"CRISTOBAL BORDIU";"CALLE";"V";"30";"";"";"";"BIS";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440559";"4477168";"40.443040030471";"-3.7009070820260876";"914 417 921 / 914 416 676";"914 429 529";"residencia@fgomezpardo.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
7614004;"Residencia Universitaria José Pérez de Vargas";"";"";"Tipo mixta.";"Metro: Vicálvaro (línea 9).  Bus: 100, 106, 130, 4.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f15b16621fc08410VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"321";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448006";"4473031";"40.406276896821566";"-3.6127600502928536";"917 753 042";"";"administracion@residenciavicalvarourjc.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6461002;"Residencia Universitaria Nebrija Chamberí";"";"";"Tipo mixta.";"Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10).  Bus: 37, 40, 21, C03, 147..";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f67e1925e0c7310VgnVCM1000000b205a0aRCRD";"NICASIO GALLEGO";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440717";"4475655";"40.42942134889185";"-3.698902512090178";"914 471 200 / 914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
8154142;"Residencia Universitaria Nebrija - Corazonistas";"";"";"Tipo mixta.";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6)  Bus: 1,21, 44, 62, 74, 133 y C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=107861ffd35be410VgnVCM2000000c205a0aRCRD";"TUTOR";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439208";"4475677";"40.42951144473094";"-3.7166919067720485";"915 478 800 / 914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11954900;"Residencia Universitaria Tagaste";"";"";"Tipo mixta.";"Metro: Goya (líneas 2 y 4).  Bus: 29, 52.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=605929b0795c6810VgnVCM1000001d4a900aRCRD";"GENERAL PARDI&amp;Ntilde;AS";"CALLE";"V";"34";"";"";"";"BIS";"MADRID";"MADRID";"28001";"2";"GOYA";"4";"SALAMANCA";"442453";"4475337";"40.42668459434315";"-3.6784079436749755";"647 904 401 / 914 354 180";"";"holamadrid@tagaste.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6296;"Saint Louis University Madrid Campus";"";"";"";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).  Bus: C1, C2.";"Titulaciones de grado y postgrado.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e6b578b9671c010VgnVCM1000000b205a0aRCRD";"VALLE";"AVENIDA";"V";"34";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439155";"4477243";"40.443618892912994";"-3.7174660906866817";"915 545 858";"";"admissions-madrid@slu.edu";"/contenido/entidadesYorganismos/Universidades"
6293;"Schiller International University Madrid Campus";"";"";"";"Metro: Colón (línea 4).  Bus: 14, 150, 27, 45, 5, 53, C03, 37, 21.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb578b9671c010VgnVCM1000000b205a0aRCRD";"RECOLETOS";"PASEO";"V";"35";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"441338";"4475050";"40.4240226588365";"-3.691521424899909";"914 482 488";"";"";"/contenido/entidadesYorganismos/Universidades"
6302;"Suffolk University Madrid Campus";"";"";"";"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).  Bus: C1, C2.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=609f578b9671c010VgnVCM1000000b205a0aRCRD";"VIÑA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439057";"4477288";"40.444012178441184";"-3.7186194926544465";"915 335 935";"";"";"/contenido/entidadesYorganismos/Universidades"
54154;"Universidad Abierta de Cataluña (Universitat Oberta de Catalunya). UOC. Sede de Madrid";"";"";"";"Metro: Bilbao (líneas 1 y 4).  Bus: 147, 37, 40.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1737f0bde551c010VgnVCM2000000c205a0aRCRD";"LUCHANA";"CALLE";"V";"23";"6";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440642";"4475843";"40.43111177402823";"-3.6998006857674284";"";"";"uocmadrid@uoc.edu";"/contenido/entidadesYorganismos/Universidades"
10109167;"Universidad Antonio de Nebrija. Campus de Madrid-Princesa";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Ventura Rodríguez (línea 3).  Bus: 002, 21, C03, 2, 001, 1, 133, 138, 44, C1.";"Titulaciones de grado y posgrado.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0de0e821b78e5510VgnVCM1000001d4a900aRCRD";"SANTA CRUZ DE MARCENADO";"CALLE";"V";"27";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439522";"4475677";"40.42953569046731";"-3.7129892993492413";"900 321 322 /  914 521 103";"";"informa@nebrija.es";"/contenido/entidadesYorganismos/Universidades"
11652695;"Universidad Antonio de Nebrija. Edificio Joaquín María López";"";"";"";"Metro: Islas Filipinas (línea 7).  Bus: 1, 132, 138, 44, 62, 82, C1, C2, 12";"Ciclos formativos de Grado Superior.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c05125d502eff710VgnVCM1000001d4a900aRCRD";"JOAQUIN MARIA LOPEZ";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28015";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439259";"4476605";"40.43787436557181";"-3.716177496227913";"900 321 322 / 914 521 152";"";"informa@nebrija.es";"/contenido/entidadesYorganismos/Universidades"
32179;"Universidad Autónoma de Madrid. Escuela Politécnica Superior";"";"";"Estudios de grado   Grado en Ingeniería Biomédica Grado en Ciencia e Ingeniería de Datos Grado en Ingeniería Informática (EURO-INF&amp;reg;) Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación (EUR-ACE&amp;reg;) Doble Grado en Ingeniería Informática y Matemáticas   Másteres y posgrados.";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6f96545f951c010VgnVCM2000000c205a0aRCRD";"FRANCISCO TOMAS Y VALIENTE";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"441440";"4488695";"40.54694594124175";"-3.6915841963667";"914 972 222";"";"información.eps@uam.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6403;"Universidad Autónoma de Madrid. Escuela Universitaria de Enfermería de la Cruz Roja";"";"";"Titulaciones:   Grado en enfermería Posgrado";"Metro: Guzmán el Bueno (líneas 6 y 7), Cuatro Caminos (líneas 1, 2 y 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cfec05ef571c010VgnVCM1000000b205a0aRCRD";"REINA VICTORIA";"AVENIDA";"V";"28";"";"";"";"";"MADRID";"MADRID";"28003";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439817";"4477640";"40.447245864225934";"-3.7096954577510513";"915 343 649";"";"inforeue@cruzroja.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6374;"Universidad Autónoma de Madrid. Escuela Universitaria de Fisioterapia de la ONCE";"";"";"Titulaciones:   Grado en Fisioterapia Posgrado";"Bus: 133, 134";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af96c05ef571c010VgnVCM1000000b205a0aRCRD";"NURIA";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"439980";"4482819";"40.493908768303584";"-3.708268358490922";"915 894 500";"915 894 498";"euf@once.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6352;"Universidad Autónoma de Madrid. Facultad de Ciencias";"";"";"Estudios de grado:   Biología Bioquímica Ciencias Ciencias Ambientales Ciencias Ambientales y Geografía y Ordenación del Territorio Ciencia y Tecnología de los Alimentos Física Ingeniería Química Matemáticas Nutrición Humana y Dietética Nutrición Humana y Dietética y Ciencia y Tecnología de los Alimentos Química   Másteres y posgrados.";"Cercanías Renfe: Cantoblanco Universidad (línea C4)    Bus: líneas 714, 827, 827 A, 828";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c47c05ef571c010VgnVCM1000000b205a0aRCRD";"FRANCISCO TOMAS Y VALIENTE";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"441133";"4488524";"40.54537941407227";"-3.6951833197962536";"914 974 331";"";"";"/contenido/entidadesYorganismos/Universidades/Facultades"
