PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
19053;"Aparcamiento mixto. Sánchez Bustillo";"";"";"";"";"Plazas: 131 públicas y 408 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27912c798651c010VgnVCM2000000c205a0aRCRD";"SANCHEZ BUSTILLO";"CALLE";"V";"";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"441130";"4473369";"40.40885884341386";"-3.693821482712085";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
7416748;"Aparcamiento mixto. Serrano I";"";"";"";"";"Plazas: 307 públicas y 833 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd61f94ae1d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"84";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"441804";"4476037";"40.4329452991722";"-3.68611338542774";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
7417028;"Aparcamiento mixto. Serrano II";"";"";"";"";"Plazas: 379 públicas y 804 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc096f1c35d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441599";"4475750";"40.4303442290635";"-3.68850808858792";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
7417052;"Aparcamiento mixto. Serrano III";"";"";"";"";"Plazas: 261 públicas y 725 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a1c6f1c35d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441497";"4475094";"40.4244268291578";"-3.68965177313431";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
13460;"Aparcamiento mixto. Sevilla";"";"";"";"";"Plazas: 649 públicas rotacionales y 74 para residentes Abierto 24 horas Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd67339ae51c010VgnVCM2000000c205a0aRCRD";"ALCALA";"CALLE";"";"15";"";"";"";"";"MADRID";"MADRID";"28014";"6";"SOL";"1";"CENTRO";"440589";"4474363";"40.41777541448619";"-3.7002800119895505";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
13458;"Aparcamiento mixto. Velázquez - Ayala";"";"";"";"";"Plazas: 443 públicas y 230 para residentes Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bee15cbed51c010VgnVCM2000000c205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441971";"4475406";"40.4272702030791";"-3.68408892366904";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
13457;"Aparcamiento mixto. Velázquez - Jorge Juan";"";"";"";"";"Plazas: 548 públicas y 395 para residentes Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d11f15cbed51c010VgnVCM2000000c205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441946";"4475076";"40.4242991698907";"-3.68435762446743";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
183607;"Aparcamiento mixto. Verdaguer y García";"";"";"";"";"Plazas: 83 públicas y 91 para residentes  Información sobre accesibilidad:  No tiene escaleras adaptadas 1 ascensor en la salida a la Calle Verdaguer y garcía 1 aseo accesible en la planta -1 Plaza para minusválidos residentes: 4    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6245bdc85c01c010VgnVCM2000000c205a0aRCRD";"VERDAGUER Y GARCIA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444305";"4476770";"40.4397163141475";"-3.6566922711780356";"913 531 050";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
13452;"Aparcamiento público. Almagro";"";"";"";"";"Plazas: 463  Informacion sobre accesibilidad:   1 escalera adaptada No tiene ascensor de salida a calle 1 aseo accesible Plazas para minusválidos residentes: 17  Abierto 24 horas  Titularidad : Ayuntamiento de Madrid   Gestión: Empresa Municipal de Transportes (EMT) (más información)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e167339ae51c010VgnVCM2000000c205a0aRCRD";"ALMAGRO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28010";"4";"ALMAGRO";"7";"CHAMBERI";"441197";"4475693";"40.4298019274054";"-3.69323812827144";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
7393089;"Aparcamiento público. Auditorio Nacional de Música (Príncipe de Vergara)";"";"";"";"";"Plazas: 376 Abierto 24 horas Admite la Tarjeta Bono Red  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed88f25e040c4410VgnVCM2000000c205a0aRCRD";"CARTAGENA";"CALLE";"V";"178";"0";"01";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"442528";"4477292";"40.44429510303696";"-3.6776974842015506";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13473;"Aparcamiento público. Descalzas";"";"";"";"";"Plazas: 400  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e77339ae51c010VgnVCM2000000c205a0aRCRD";"DESCALZAS";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440016";"4474443";"40.41845756968";"-3.70704603703524";"91 532 57 57";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13478;"Aparcamiento público. Glorieta Puerta de Toledo";"";"";"";"";"Plazas: 240 Abierto 24 horas  Titularidad: Subdirección General de Patrimonio - Comunidad de Madrid  Teléfonos: Servicio de información de la Comunidad de Madrid:                    012                    91 580 42 60  (desde fuera de la Comunidad de Madrid)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f477339ae51c010VgnVCM2000000c205a0aRCRD";"PUERTA DE TOLEDO";"GLORIETA";"V";"";"";"";"";"";"MADRID";"MADRID";"28005";"2";"EMBAJADORES";"1";"CENTRO";"439754";"4473216";"40.407386591674";"-3.71001515747525";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13467;"Aparcamiento público. Las Cortes";"";"";"";"";"Plazas: 480 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c77339ae51c010VgnVCM2000000c205a0aRCRD";"CORTES";"PLAZA";"V";"13";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"441009";"4474126";"40.41567209145918";"-3.695312097854121";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13449;"Aparcamiento público. Luna - Tudescos";"";"";"";"";"Plazas: 481 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54467339ae51c010VgnVCM2000000c205a0aRCRD";"SANTA MARIA SOLEDAD TORRES ACOSTA";"PLAZA";"V";"2";"0";"02";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440134";"4474800";"40.4216849699782";"-3.70568981924281";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13469;"Aparcamiento público. Marqués de Urquijo";"";"";"";"";"Plazas: 482 Abierto 24 horas Admite Tarjeta BonoRed";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa667339ae51c010VgnVCM2000000c205a0aRCRD";"MARQUES DE URQUIJO";"CALLE";"V";"";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439028";"4475722";"40.4299040013269";"-3.71881499696004";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13451;"Aparcamiento público. Mostenses";"";"";"";"";"Plazas: 361  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en 2&amp;ordf;  planta Plaza para minusválidos residentes: 16   Abierto 24 horas   Admite Tarjeta BonoRed    Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe0881eb5f51c010VgnVCM2000000c205a0aRCRD";"GARCIA MOLINAS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439868";"4474918";"40.4227275539507";"-3.70883461506948";"902 283 080";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
88141;"Aparcamiento público. Museo de la Ciudad";"";"";"";"";"Plazas: 147 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdc7bdc85c01c010VgnVCM2000000c205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"134";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"442531";"4477284";"40.4442297702559";"-3.67765536310739";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13450;"Aparcamiento público. Olavide";"No accesible desde sótano -1 Zona A";"";"";"";"Plazas: 397   Información sobre accesibilidad:   Disponde de escaleras adaptadas 1 ascensor en la salida a la Plaza de Olavide 1 aseo accesible en la 1&amp;ordf;  planta Plaza para minusválidos residentes: 8  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=453881eb5f51c010VgnVCM2000000c205a0aRCRD";"OLAVIDE";"PLAZA";"V";"17";"-2";"01";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440538";"4476040";"40.432878498188";"-3.70103933152522";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13454;"Aparcamiento público. Plaza de Colón";"";"";"";"";"Plazas: 611 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5777339ae51c010VgnVCM2000000c205a0aRCRD";"GOYA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441598";"4475205";"40.4254346221439";"-3.6884680270103";"915 761 837";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13463;"Aparcamiento público. Plaza de España";"";"";"";"";"Plazas: 800 (hasta 535 abonados) Abierto 24 horas    Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb977339ae51c010VgnVCM2000000c205a0aRCRD";"ESPAÑA";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28008";"1";"PALACIO";"1";"CENTRO";"439641";"4475037";"40.4237811996075";"-3.71152321262521";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"
13472;"Aparcamiento público. Plaza del Carmen (cerrado)";"";"";"";"";"Plazas: 450  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en  1&amp;ordf;  planta Plaza para minusválidos residentes: 7   Abierto 24 horas   Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ec881eb5f51c010VgnVCM2000000c205a0aRCRD";"CARMEN";"PLAZA";"V";"10";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440353";"4474470";"40.418722788943874";"-3.7030734062842345";"915 214 312";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13474;"Aparcamiento público. Plaza del Rey";"";"";"";"";"Plazas: 170  Información sobre accesibilidad:   Si tiene escaleras adaptadas 1 ascensor 3 aseos accesibles (uno por planta): 8 Plaza para minusválidos residentes: 16  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4f881eb5f51c010VgnVCM2000000c205a0aRCRD";"REY";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440971";"4474630";"40.4202104053746";"-3.69580666702734";"915 225 219";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
11750494;"Aparcamiento público. San Epifanio";"";"";"";"";"Plazas: 501  Actualmente Cerrado     Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dac3493077fc2810VgnVCM1000001d4a900aRCRD";"SAN EPIFANIO";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28005";"1";"IMPERIAL";"2";"ARGANZUELA";"438957";"4472467";"40.4005782139287";"-3.71933799002069";"915 214 312";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13456;"Aparcamiento público. Santa Ana";"";"";"";"";"Plazas: 325  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en 1&amp;ordf; planta Plaza para minusválidos residentes: 6   Abierto 24 horas   Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b5881eb5f51c010VgnVCM2000000c205a0aRCRD";"SANTA ANA";"PLAZA";"V";"";"";"";"";"";"MADRID";"MADRID";"28012";"3";"CORTES";"1";"CENTRO";"440563";"4474003";"40.4145312089554";"-3.70056009896723";"915 214 312";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
10737574;"Aparcamiento público. Usera";"";"";"";"";"Plazas: 36  Titularidad : Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce8907e1fd534610VgnVCM1000001d4a900aRCRD";"AMPARO USERA";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440051";"4470983";"40.38728599111143";"-3.7063081042559407";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13468;"Aparcamiento público. Velázquez - Juan Bravo";"";"";"";"";"Plazas: 371 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3077339ae51c010VgnVCM2000000c205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"88";"OD";"01";"T";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"442029";"4475903";"40.4317523227148";"-3.68345337033197";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"
13453;"Aparcamiento público. Villa de París";"";"";"";"";"Plazas rotación: 169  Plazas motos: 2   Información sobre accesibilidad:   No tiene escaleras adaptadas No disponde de ascensor 1 aseo accesible Plaza para minusválidos residentes: 13   Abierto 24 horas       Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a881eb5f51c010VgnVCM2000000c205a0aRCRD";"VILLA DE PARIS";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"441265";"4475176";"40.4251485828521";"-3.69239569495104";"";"";"";"/contenido/entidadesYorganismos/AparcamientosPublicos"

